"","CASE..","RIDESHARE","DATE","YEAR","MONTH","DAY","OFFENSE","ADDRESS","ZIP","ARREST"
"1385","2015-801530  ","HERE",2015-03-21,2015,"Mar",21,"DWI  ","MANOR RD at ED BLUESTEIN BLVD SVRD SB  ","78723","Yes"
"1386","2015-801575  ","HERE",2015-03-21,2015,"Mar",21,"DWI .15 BAC OR ABOVE  ","9601 I-35 N  ","78753","Yes"
"1387","2015-801748  ","HERE",2015-03-21,2015,"Mar",21,"DWI .15 BAC OR ABOVE  ","E 5TH ST at I-35 N  ","N/A  ","Yes"
"1388","2015-801751  ","HERE",2015-03-21,2015,"Mar",21,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"1389","2015-801936  ","HERE",2015-03-21,2015,"Mar",21,"DWI .15 BAC OR ABOVE  ","13800 S IH 35 SB  ","78747","Yes"
"1390","2015-810057  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","5345 I-35 N  ","78723","Yes"
"1391","2015-810146  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","1400 HARTFORD RD  ","78703","Yes"
"1392","2015-810240  ","HERE",2015-03-22,2015,"Mar",22,"DWI .15 BAC OR ABOVE  ","13900 N US 183 HWY SVRD NB  ","78717","Yes"
"1393","2015-810272  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","100 BLOCK RAMBLE LN  ","78745","Yes"
"1394","2015-810279  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","3900 S CONGRESS AVE  ","78704","Yes"
"1395","2015-810293  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","1400 N IH 35 SB  ","78701","Yes"
"1396","2015-810312  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","2100 BLOCK S IH 35 SVRD SB  ","78704","Yes"
"1397","2015-810334  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","9500 NORTH LAKE CREEK PKWY  ","78717","Yes"
"1398","2015-810361  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","1151 AIRPORT BLVD  ","78721","Yes"
"1399","2015-810368  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","700 BLOCK E 9TH ST  ","78701","Yes"
"1400","2015-810386  ","HERE",2015-03-22,2015,"Mar",22,"DWI 2ND  ","200 BLOCK W 4TH ST  ","78701","Yes"
"1401","2015-810390  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","4300 N MOPAC EXPY NB  ","78731","Yes"
"1402","2015-810394  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","1100 SHOAL CREEK BLVD  ","78701","Yes"
"1403","2015-810608  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","1900 S IH 35 SB  ","78704","Yes"
"1404","2015-810613  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","12400 N LAMAR BLVD  ","78758","Yes"
"1405","2015-810613  ","HERE",2015-03-22,2015,"Mar",22,"DWI 2ND  ","12400 N LAMAR BLVD  ","78758","Yes"
"1406","2015-811243  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","707 E CESAR CHAVEZ ST  ","78701","Yes"
"1407","2015-811842  ","HERE",2015-03-22,2015,"Mar",22,"DWI .15 BAC OR ABOVE  ","601 I-35 N  ","78702","Yes"
"1408","2015-811856  ","HERE",2015-03-22,2015,"Mar",22,"DWI 2ND  ","FLETCHER LN at W SH 71  ","78735","Yes"
"1409","2015-811872  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","4000 ED BLUESTEIN BLVD SB  ","78721","Yes"
"1410","2015-811981  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","2207 E 8TH ST  ","78702","Yes"
"1411","2015-812015  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","2100 BLOCK S US 183 HWY SB  ","78744","Yes"
"1412","2015-812044  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","800 W 6TH ST  ","78701","Yes"
"1413","2015-812074  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","BURLESON RD at MONTOPOLIS DR  ","78744","Yes"
"1414","2015-812091  ","HERE",2015-03-22,2015,"Mar",22,"DWI  ","800 BLOCK W 6TH ST  ","78701","Yes"
"1415","2015-811938  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","5100 BLOCK N IH 35 SB  ","78751","Yes"
"1416","2015-811987  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","E BEN WHITE BLVD SVRD WB at S CONGRESS AVE  ","78704","Yes"
"1417","2015-820026  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","9700 ANDERSON MILL RD  ","78750","Yes"
"1418","2015-820043  ","HERE",2015-03-23,2015,"Mar",23,"DWI 2ND  ","1100 LOTT AVE  ","78721","Yes"
"1419","2015-820047  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","O NEAL LN at N MOPAC EXPY SVRD SB  ","78759","Yes"
"1420","2015-820048  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","2100 S 1ST ST  ","78704","Yes"
"1421","2015-820049  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","6500 S IH 35 SVRD NB  ","78744","Yes"
"1422","2015-820132  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","E RUNDBERG LN at NORTH CREEK DR  ","78753","Yes"
"1423","2015-820160  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","CAMERON LOOP at DAVIS LN  ","78745","Yes"
"1424","2015-820220  ","HERE",2015-03-23,2015,"Mar",23,"DWI 2ND  ","500 E OLTORF ST  ","78704","Yes"
"1425","2015-820243  ","HERE",2015-03-23,2015,"Mar",23,"DWI  ","7600 MANCHACA RD  ","78745","Yes"
"1426","2015-822005  ","HERE",2015-03-24,2015,"Mar",24,"DWI 2ND  ","E RUNDBERG LN at HANSFORD DR  ","78753","Yes"
"1427","2015-830019  ","HERE",2015-03-24,2015,"Mar",24,"DWI  ","600 BLOCK W 5TH ST  ","78701","Yes"
"1428","2015-830038  ","HERE",2015-03-24,2015,"Mar",24,"DWI - DRUG RECOGNITION EXPERT  ","3800 HARMON AVE  ","78751","Yes"
"1429","2015-830051  ","HERE",2015-03-24,2015,"Mar",24,"DWI 2ND  ","300 BLOCK CONGRESS AVE  ","78701","Yes"
"1430","2015-830127  ","HERE",2015-03-24,2015,"Mar",24,"DWI 2ND  ","13200 S IH 35 SB  ","78652","Yes"
"1431","2015-830128  ","HERE",2015-03-24,2015,"Mar",24,"DWI  ","1300 NEWFIELD LN  ","78703","Yes"
"1432","2015-830146  ","HERE",2015-03-24,2015,"Mar",24,"DWI  ","6518 ED BLUESTEIN BLVD SB  ","78723","Yes"
"1433","2015-831053  ","HERE",2015-03-24,2015,"Mar",24,"DWI  ","ANDERSON MILL RD at N US 183 HWY SVRD SB  ","78750","Yes"
"1434","2015-831531  ","HERE",2015-03-24,2015,"Mar",24,"DWI  ","3100 S MOPAC EXPY SB  ","78746","Yes"
"1435","2015-840001  ","HERE",2015-03-25,2015,"Mar",25,"DWI - DRUG RECOGNITION EXPERT  ","2900 N IH 35 UPPER DECK SB  ","78705","Yes"
"1436","2015-840001  ","HERE",2015-03-25,2015,"Mar",25,"DWI  ","2900 N IH 35 UPPER DECK SB  ","78705","Yes"
"1437","2015-840012  ","HERE",2015-03-25,2015,"Mar",25,"DWI  ","2000 E 7TH ST  ","78702","Yes"
"1438","2015-840072  ","HERE",2015-03-25,2015,"Mar",25,"DWI  ","300 WHITE OAK DR  ","78753","Yes"
"1439","2015-840243  ","HERE",2015-03-25,2015,"Mar",25,"DWI  ","E PARMER LN at DESSAU RD  ","78754","Yes"
"1440","2015-841648  ","HERE",2015-03-25,2015,"Mar",25,"DWI  ","1100 W OLTORF ST  ","78704","Yes"
"1441","2015-841957  ","HERE",2015-03-25,2015,"Mar",25,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"1442","2015-841796  ","HERE",2015-03-26,2015,"Mar",26,"DWI 2ND  ","PINE PL at PALO BLANCO LN  ","78744","Yes"
"1443","2015-850055  ","HERE",2015-03-26,2015,"Mar",26,"DWI - DRUG RECOGNITION EXPERT  ","E 6TH ST at RED RIVER ST  ","78701","Yes"
"1444","2015-850055  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","E 6TH ST at RED RIVER ST  ","78701","Yes"
"1445","2015-850075  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","500 E 8TH ST  ","78701","Yes"
"1446","2015-850081  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","10199 DESSAU RD  ","78754","Yes"
"1447","2015-850095  ","HERE",2015-03-26,2015,"Mar",26,"DWI .15 BAC OR ABOVE  ","E 15TH ST at I-35 N  ","N/A  ","Yes"
"1448","2015-850110  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","700 BLOCK S CONGRESS AVE  ","78704","Yes"
"1449","2015-850121  ","HERE",2015-03-26,2015,"Mar",26,"DWI - DRUG RECOGNITION EXPERT  ","7000 DECKER LN  ","78724","Yes"
"1450","2015-850155  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","9300 NORTHGATE BLVD  ","78758","Yes"
"1451","2015-850268  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","700 BLOCK W ANDERSON LN SVRD WB  ","78753","Yes"
"1452","2015-850934  ","HERE",2015-03-26,2015,"Mar",26,"DWI .15 BAC OR ABOVE  ","10724 JOLLYVILLE RD  ","78759","Yes"
"1453","2015-850934  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","10724 JOLLYVILLE RD  ","78759","Yes"
"1454","2015-851326  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","E PARMER LN at HARRISGLENN DR  ","78753","Yes"
"1455","2015-851620  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","S IH 35 SVRD NB at E BEN WHITE BLVD SVRD WB  ","78741","Yes"
"1456","2015-851963  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","12100 METRIC BLVD  ","78758","Yes"
"1457","2015-852019  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","12784 N US 183 HWY SVRD SB  ","78759","Yes"
"1458","2015-852092  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","1020 S IH 35 SVRD SB  ","78704","Yes"
"1459","2015-852126  ","HERE",2015-03-26,2015,"Mar",26,"DWI  ","3303 N LAMAR BLVD  ","78705","Yes"
"1460","2015-860012  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","1500 S PLEASANT VALLEY RD  ","78741","Yes"
"1461","2015-860094  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","1100 BLOCK E RIVERSIDE DR  ","78704","Yes"
"1462","2015-860118  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","7104 BERKMAN DR  ","78752","Yes"
"1463","2015-860164  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","1819 W CESAR CHAVEZ ST  ","78703","Yes"
"1464","2015-860177  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","3700 BLOCK N LAMAR BLVD  ","78705","Yes"
"1465","2015-860178  ","HERE",2015-03-27,2015,"Mar",27,"DWI .15 BAC OR ABOVE  ","14910 FM 1825 RD  ","78660","Yes"
"1466","2015-860181  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","2800 BLOCK S IH 35 SB  ","78704","Yes"
"1467","2015-860207  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","818 KING ALBERT  ","78745","Yes"
"1468","2015-860210  ","HERE",2015-03-27,2015,"Mar",27,"DWI .15 BAC OR ABOVE  ","10800 BLOCK S IH 35 SB  ","78748","Yes"
"1469","2015-860216  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","W 7TH ST at CONGRESS AVE  ","78701","Yes"
"1470","2015-860229  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","3500 SPICEWOOD SPRINGS RD  ","78759","Yes"
"1471","2015-860233  ","HERE",2015-03-27,2015,"Mar",27,"DWI .15 BAC OR ABOVE  ","2000 MONTOPOLIS DR  ","78741","Yes"
"1472","2015-860247  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","1900 PEARL ST  ","78705","Yes"
"1473","2015-860282  ","HERE",2015-03-27,2015,"Mar",27,"DWI 2ND  ","700 E 5TH ST  ","78701","Yes"
"1474","2015-860291  ","HERE",2015-03-27,2015,"Mar",27,"DWI - DRUG RECOGNITION EXPERT  ","E BRAKER LN at I-35 N  ","78753","Yes"
"1475","2015-862032  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","3400 BLOCK ENFIELD RD  ","78703","Yes"
"1476","2015-862093  ","HERE",2015-03-27,2015,"Mar",27,"DWI - DRUG RECOGNITION EXPERT  ","6540 ED BLUESTEIN BLVD SB  ","78723","Yes"
"1477","2015-862116  ","HERE",2015-03-27,2015,"Mar",27,"DWI .15 BAC OR ABOVE  ","8017 GESSNER DR  ","78753","Yes"
"1478","2015-862118  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","4100 BLOCK FREIDRICH LN  ","78744","Yes"
"1479","2015-862255  ","HERE",2015-03-27,2015,"Mar",27,"DWI .15 BAC OR ABOVE  ","10000 BLOCK N SH 130 SVRD NB  ","78653","Yes"
"1480","2015-862303  ","HERE",2015-03-27,2015,"Mar",27,"DWI 2ND  ","1200 W 6TH ST  ","78703","Yes"
"1481","2015-862303  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"1482","2015-862324  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","15119 I-35 N  ","78660","Yes"
"1483","2015-860251  ","HERE",2015-03-27,2015,"Mar",27,"DWI  ","10100 BLOCK E US 290 HWY WB  ","78653","No"
"1484","2015-860212  ","HERE",2015-03-28,2015,"Mar",28,"DWI .15 BAC OR ABOVE  ","11200 N LAMAR BLVD  ","78758","Yes"
"1485","2015-862077  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","1400 W BEN WHITE BLVD WB  ","78704","Yes"
"1486","2015-870042  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","E RIVERSIDE DR at S PLEASANT VALLEY RD  ","78741","Yes"
"1487","2015-870072  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","11521 N FM 620 RD  ","78726","Yes"
"1488","2015-870075  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","7200 N MOPAC EXPY NB  ","78731","Yes"
"1489","2015-870081  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","BANISTER LN at W BEN WHITE BLVD SVRD EB  ","78745","Yes"
"1490","2015-870117  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","5100 N MOPAC EXPY NB  ","78731","Yes"
"1491","2015-870142  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","800 W 6TH ST  ","78701","Yes"
"1492","2015-870167  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","6605 SANDSHOF DR  ","78724","Yes"
"1493","2015-870168  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","517 E BEN WHITE BLVD SVRD EB  ","78745","Yes"
"1494","2015-870210  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","8600 SPICEWOOD SPRINGS RD  ","78759","Yes"
"1495","2015-870227  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","13706 N MOPAC EXPY SVRD SB  ","78728","Yes"
"1496","2015-870247  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","6600 ED BLUESTEIN BLVD SB  ","78723","Yes"
"1497","2015-870306  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","E ANDERSON LN SVRD EB at E US 290 HWY SVRD WB  ","78752","Yes"
"1498","2015-870316  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","700 W SLAUGHTER LN  ","78748","Yes"
"1499","2015-870425  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","10700 RESEARCH BLVD SVRD NB  ","78759","Yes"
"1500","2015-870451  ","HERE",2015-03-28,2015,"Mar",28,"DWI 2ND  ","2400 ANKEN DR  ","78741","Yes"
"1501","2015-870455  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","12400 N MOPAC EXPY NB  ","78758","Yes"
"1502","2015-871509  ","HERE",2015-03-28,2015,"Mar",28,"DWI  ","12118 WALNUT PARK XING  ","78753","Yes"
"1503","2015-871509  ","HERE",2015-03-28,2015,"Mar",28,"DWI .15 BAC OR ABOVE  ","12118 WALNUT PARK XING  ","78753","Yes"
"1504","2015-880113  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","910 N LAMAR BLVD  ","78703","Yes"
"1505","2015-880137  ","HERE",2015-03-29,2015,"Mar",29,"DWI 2ND  ","7401 I-35 N  ","78752","Yes"
"1506","2015-880203  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","3000 NORTHLAND DR  ","78757","Yes"
"1507","2015-880252  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","14101 I-35 N  ","78728","Yes"
"1508","2015-880275  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","13000 S IH 35 SB  ","78652","Yes"
"1509","2015-880490  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","2191 WOODWARD ST  ","78744","Yes"
"1510","2015-880491  ","HERE",2015-03-29,2015,"Mar",29,"DWI .15 BAC OR ABOVE  ","7201 I-35 N  ","78752","Yes"
"1511","2015-880515  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","3000 N IH 35 SB  ","78705","Yes"
"1512","2015-880560  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","7901 I-35 N  ","78753","Yes"
"1513","2015-880732  ","HERE",2015-03-29,2015,"Mar",29,"DWI - DRUG RECOGNITION EXPERT  ","8515 S IH 35 SVRD NB  ","78744","Yes"
"1514","2015-880771  ","HERE",2015-03-29,2015,"Mar",29,"DWI .15 BAC OR ABOVE  ","2601 S PLEASANT VALLEY RD  ","78741","Yes"
"1515","2015-881478  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","3900 S LAMAR BLVD SB  ","78704","Yes"
"1516","2015-881734  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","5500 BLOCK S PLEASANT VALLEY RD  ","78744","Yes"
"1517","2015-881778  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","14000 N US 183 HWY SVRD NB  ","78717","Yes"
"1518","2015-881807  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","4100 N SH 45 W WB  ","N/A  ","Yes"
"1519","2015-882064  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","3900 S LAMAR BLVD NB  ","78704","Yes"
"1520","2015-881163  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","5400 BLOCK SPICEWOOD SPRINGS RD  ","78759","No"
"1521","2015-881396  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","13500 N US 183 HWY SVRD NB  ","78729","No"
"1522","2015-88264  ","HERE",2015-03-29,2015,"Mar",29,"DWI  ","3900 S LAMAR BLVD NB  ","78704","No"
"1523","2015-890061  ","HERE",2015-03-30,2015,"Mar",30,"DWI - DRUG RECOGNITION EXPERT  ","LOYOLA LN at CRYSTALBROOK DR  ","78724","Yes"
"1524","2015-890081  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","4901 I-35 N  ","78723","Yes"
"1525","2015-890090  ","HERE",2015-03-30,2015,"Mar",30,"DWI 2ND  ","BLUFF SPRINGS RD at E WILLIAM CANNON DR  ","78744","Yes"
"1526","2015-890112  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","I-35 N at E CESAR CHAVEZ ST  ","78701","Yes"
"1527","2015-890119  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","917 KEN ST  ","78758","Yes"
"1528","2015-890148  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","509 THOMPSON LN  ","78742","Yes"
"1529","2015-890151  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","8400 GEORGIAN DR  ","78753","Yes"
"1530","2015-890160  ","HERE",2015-03-30,2015,"Mar",30,"DWI 2ND  ","9200 BLOCK N MOPAC EXPY NB  ","78759","Yes"
"1531","2015-890164  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","717 E 7TH ST  ","78701","Yes"
"1532","2015-890187  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","7581 CHEVY CHASE DR  ","78752","Yes"
"1533","2015-890191  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","3301 I-35 N  ","78705","Yes"
"1534","2015-890215  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","5501 ROSS RD  ","N/A  ","Yes"
"1535","2015-890253  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","7405 LANGSTON DR  ","78723","Yes"
"1536","2015-890597  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","2501 ANKEN DR  ","78741","Yes"
"1537","2015-891773  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","8102 VINEWOOD LN  ","78757","Yes"
"1538","2015-891893  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","400 W RIVERSIDE DR  ","78704","Yes"
"1539","2015-892002  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","1747 E OLTORF ST  ","78741","Yes"
"1540","2015-892016  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","7300 BLOCK S 1ST ST  ","78745","Yes"
"1541","2015-901772  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","804 W STASSNEY LN  ","78745","Yes"
"1542","2015-891954  ","HERE",2015-03-30,2015,"Mar",30,"DWI  ","6200 LEVANDER LOOP  ","78725","No"
"1543","2015-891885  ","HERE",2015-03-31,2015,"Mar",31,"DWI  ","2900 ENFIELD RD  ","78703","Yes"
"1544","2015-900056  ","HERE",2015-03-31,2015,"Mar",31,"DWI  ","2200 BURTON DR  ","78741","Yes"
"1545","2015-900153  ","HERE",2015-03-31,2015,"Mar",31,"DWI  ","2302 E WILLIAM CANNON DR  ","78744","Yes"
"1546","2015-900176  ","HERE",2015-03-31,2015,"Mar",31,"DWI .15 BAC OR ABOVE  ","S IH 35 SB at E WILLIAM CANNON TO 35 SB RAMP  ","78745","Yes"
"1547","2015-902015  ","HERE",2015-03-31,2015,"Mar",31,"DWI  ","5300 E RIVERSIDE DR  ","78741","Yes"
"1548","2015-902016  ","HERE",2015-03-31,2015,"Mar",31,"DWI  ","11400 BLOCK N MOPAC EXPY NB  ","78758","Yes"
"1549","2015-902018  ","HERE",2015-03-31,2015,"Mar",31,"DWI  ","10800 S IH 35 SB  ","78748","Yes"
"1550","2015-910079  ","HERE",2015-04-01,2015,"Apr",1,"DWI  ","100 W SLAUGHTER LN  ","78744","Yes"
"1551","2015-910112  ","HERE",2015-04-01,2015,"Apr",1,"DWI - DRUG RECOGNITION EXPERT  ","11135 I-35 N  ","78753","Yes"
"1552","2015-910149  ","HERE",2015-04-01,2015,"Apr",1,"DWI  ","3300 CLAWSON RD  ","78704","Yes"
"1553","2015-910163  ","HERE",2015-04-01,2015,"Apr",1,"DWI  ","3300 CLAWSON RD  ","78704","Yes"
"1554","2015-910183  ","HERE",2015-04-01,2015,"Apr",1,"DWI  ","I-35 N at E US 290 HWY SVRD EB  ","78723","Yes"
"1555","2015-910203  ","HERE",2015-04-01,2015,"Apr",1,"DWI  ","8800 E US 290 HWY SVRD WB  ","78754","Yes"
"1556","2015-911203  ","HERE",2015-04-01,2015,"Apr",1,"DWI  ","200 E 7TH ST  ","78701","Yes"
"1557","2015-911775  ","HERE",2015-04-01,2015,"Apr",1,"DWI  ","600 LONG BOW LN  ","78704","Yes"
"1558","2015-911801  ","HERE",2015-04-01,2015,"Apr",1,"DWI - DRUG RECOGNITION EXPERT  ","W PARMER LN at N LAMAR BLVD  ","78753","Yes"
"1559","2015-911853  ","HERE",2015-04-01,2015,"Apr",1,"DWI  ","6600 S MOPAC EXPY SVRD NB  ","78749","Yes"
"1560","2015-911545  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","3800 S LAMAR BLVD  ","78704","Yes"
"1561","2015-920096  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","1200 BLOCK N LAMAR BLVD  ","78703","Yes"
"1562","2015-920143  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","9101 I-35 N  ","78753","Yes"
"1563","2015-920158  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","800 W 6TH ST  ","78701","Yes"
"1564","2015-920162  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","2800 BLOCK S IH 35 SB  ","78704","Yes"
"1565","2015-920162  ","HERE",2015-04-02,2015,"Apr",2,"DWI 2ND  ","2800 BLOCK S IH 35 SB  ","78704","Yes"
"1566","2015-920170  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","9121 I-35 N  ","78753","Yes"
"1567","2015-920199  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","2600 WINDSOR RD  ","78703","Yes"
"1568","2015-920205  ","HERE",2015-04-02,2015,"Apr",2,"DWI 2ND  ","9900 BRODIE LN  ","78749","Yes"
"1569","2015-920221  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","5670 ED BLUESTEIN BLVD SB  ","78723","Yes"
"1570","2015-920230  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","600 TRINITY ST  ","78701","Yes"
"1571","2015-920250  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","5100 N IH 35 SB  ","78751","Yes"
"1572","2015-921127  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","1900 E OLTORF ST  ","78741","Yes"
"1573","2015-921127  ","HERE",2015-04-02,2015,"Apr",2,"DWI .15 BAC OR ABOVE  ","1900 E OLTORF ST  ","78741","Yes"
"1574","2015-921428  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","3600 S CONGRESS AVE  ","78704","Yes"
"1575","2015-921987  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","1800 ENFIELD RD  ","78703","Yes"
"1576","2015-922031  ","HERE",2015-04-02,2015,"Apr",2,"DWI  ","800 WEST LYNN ST  ","78703","Yes"
"1577","2015-922147  ","HERE",2015-04-02,2015,"Apr",2,"DWI 2ND  ","300 W POWELL LN  ","78753","Yes"
"1578","2015-922088  ","HERE",2015-04-03,2015,"Apr",3,"DWI 2ND  ","5500 S IH 35 SVRD SB  ","78745","Yes"
"1579","2015-930052  ","HERE",2015-04-03,2015,"Apr",3,"DWI .15 BAC OR ABOVE  ","4500 N MOPAC EXPY NB  ","78731","Yes"
"1580","2015-930068  ","HERE",2015-04-03,2015,"Apr",3,"DWI  ","800 BLOCK W 6TH ST  ","78701","Yes"
"1581","2015-930118  ","HERE",2015-04-03,2015,"Apr",3,"DWI  ","1200 RESERVE RD  ","78703","Yes"
"1582","2015-930135  ","HERE",2015-04-03,2015,"Apr",3,"DWI  ","8028 GESSNER DR  ","78753","Yes"
"1583","2015-930159  ","HERE",2015-04-03,2015,"Apr",3,"DWI  ","9301 I-35 N  ","78753","Yes"
"1584","2015-930170  ","HERE",2015-04-03,2015,"Apr",3,"DWI  ","1800 BLOCK S IH 35 NB  ","78741","Yes"
