CASE..,RIDESHARE,DATE,YEAR,MONTH,DAY,OFFENSE,ADDRESS,ZIP,ARREST
2015-2921759  ,HERE,2015-10-19  ,2015,10,19,DWI 2ND  ,4900 CREEK BEND DR  ,78744,Yes
2015-2921804  ,HERE,2015-10-19  ,2015,10,19,DWI  ,1400 W CESAR CHAVEZ ST  ,78703,Yes
2015-2921810  ,HERE,2015-10-19  ,2015,10,19,DWI  ,2200 LAKE AUSTIN BLVD  ,78703,Yes
2015-2930040  ,HERE,2015-10-20  ,2015,10,20,DWI  ,800 BLOCK W 6TH ST  ,78701,Yes
2015-2930053  ,HERE,2015-10-20  ,2015,10,20,DWI .15 BAC OR ABOVE  ,2300 ELMONT DR  ,78741,Yes
2015-2930069  ,HERE,2015-10-20  ,2015,10,20,DWI  ,9000 METRIC BLVD  ,78758,Yes
2015-2930071  ,HERE,2015-10-20  ,2015,10,20,DWI  ,900 LAVACA ST  ,78701,Yes
2015-2930084  ,HERE,2015-10-20  ,2015,10,20,DWI - DRUG RECOGNITION EXPERT  ,9901 I-35 N  ,78753,Yes
2015-2930084  ,HERE,2015-10-20  ,2015,10,20,DWI  ,9901 I-35 N  ,78753,Yes
2015-2930101  ,HERE,2015-10-20  ,2015,10,20,DWI  ,8400 PANADERO DR  ,78747,Yes
2015-2930107  ,HERE,2015-10-20  ,2015,10,20,DWI  ,8600 N MOPAC EXPY SVRD NB  ,78759,Yes
2015-2930118  ,HERE,2015-10-20  ,2015,10,20,DWI  ,W 45TH ST at GUADALUPE ST  ,78751,Yes
2015-2930128  ,HERE,2015-10-20  ,2015,10,20,DWI .15 BAC OR ABOVE  ,1700 S PLEASANT VALLEY RD  ,78741,Yes
2015-2930132  ,HERE,2015-10-20  ,2015,10,20,DWI  ,2901 I-35 N  ,78705,Yes
2015-2930725  ,HERE,2015-10-20  ,2015,10,20,DWI - DRUG RECOGNITION EXPERT  ,5900 FM 2222 RD  ,78730,Yes
2015-2930725  ,HERE,2015-10-20  ,2015,10,20,DWI  ,5900 FM 2222 RD  ,78730,Yes
2015-2930873  ,HERE,2015-10-20  ,2015,10,20,DWI  ,2101 BOCA RATON DR  ,78747,Yes
2015-2931049  ,HERE,2015-10-20  ,2015,10,20,DWI  ,0 RESEARCH NB TO MOPAC RAMP  ,N/A  ,Yes
2015-2931049  ,HERE,2015-10-20  ,2015,10,20,DWI - DRUG RECOGNITION EXPERT  ,0 RESEARCH NB TO MOPAC RAMP  ,N/A  ,Yes
2015-2931332  ,HERE,2015-10-20  ,2015,10,20,DWI  ,2201 POST RD  ,78704,Yes
2015-2931332  ,HERE,2015-10-20  ,2015,10,20,DWI - DRUG RECOGNITION EXPERT  ,2201 POST RD  ,78704,Yes
2015-2931947  ,HERE,2015-10-20  ,2015,10,20,DWI 2ND  ,2302 E WILLIAM CANNON DR  ,78744,Yes
2015-2931954  ,HERE,2015-10-20  ,2015,10,20,DWI  ,900 N LAMAR BLVD  ,78703,Yes
2015-2931990  ,HERE,2015-10-20  ,2015,10,20,DWI  ,801 E WILLIAM CANNON DR  ,78745,Yes
2015-2931990  ,HERE,2015-10-20  ,2015,10,20,DWI .15 BAC OR ABOVE  ,801 E WILLIAM CANNON DR  ,78745,Yes
2015-2930166  ,HERE,2015-10-20  ,2015,10,20,DWI 2ND  ,400 N IH 35 SB  ,78701,No
2015-2931814  ,HERE,2015-10-21  ,2015,10,21,DWI  ,7110 SIEPEL DR  ,78724,Yes
2015-2940049  ,HERE,2015-10-21  ,2015,10,21,DWI  ,300 S LAMAR BLVD NB  ,78704,Yes
2015-2940052  ,HERE,2015-10-21  ,2015,10,21,DWI 2ND  ,5500 S IH 35 SVRD NB  ,78744,Yes
2015-2940063  ,HERE,2015-10-21  ,2015,10,21,DWI  ,2106 THORNTON RD  ,78704,Yes
2015-2940078  ,HERE,2015-10-21  ,2015,10,21,DWI  ,2200 BARTON SKWY  ,78704,Yes
2015-2940090  ,HERE,2015-10-21  ,2015,10,21,DWI  ,800 W 6TH ST  ,78701,Yes
2015-2940092  ,HERE,2015-10-21  ,2015,10,21,DWI  ,2000 SHILOH DR  ,78745,Yes
2015-2940146  ,HERE,2015-10-21  ,2015,10,21,DWI  ,1200 W 6TH ST  ,78703,Yes
2015-2940146  ,HERE,2015-10-21  ,2015,10,21,DWI 2ND  ,1200 W 6TH ST  ,78703,Yes
2015-2940152  ,HERE,2015-10-21  ,2015,10,21,DWI  ,816 S 1ST ST  ,78704,Yes
2015-2940165  ,HERE,2015-10-21  ,2015,10,21,DWI  ,2800 BLOCK S IH 35 NB  ,78741,Yes
2015-2940165  ,HERE,2015-10-21  ,2015,10,21,DWI - DRUG RECOGNITION EXPERT  ,2800 BLOCK S IH 35 NB  ,78741,Yes
2015-2940192  ,HERE,2015-10-21  ,2015,10,21,DWI  ,600 BLOCK SAN JACINTO BLVD  ,78701,Yes
2015-2940192  ,HERE,2015-10-21  ,2015,10,21,DWI - DRUG RECOGNITION EXPERT  ,600 BLOCK SAN JACINTO BLVD  ,78701,Yes
2015-2940202  ,HERE,2015-10-21  ,2015,10,21,DWI  ,2900 BLK E MARTIN LUTHER KING BLVD  ,N/A  ,Yes
2015-2940205  ,HERE,2015-10-21  ,2015,10,21,DWI  ,400 S CONGRESS AVE  ,78704,Yes
2015-2941237  ,HERE,2015-10-21  ,2015,10,21,DWI  ,2209 E 9TH ST  ,78702,Yes
2015-2941267  ,HERE,2015-10-21  ,2015,10,21,DWI  ,12OO W ANDERSON LN  ,N/A  ,Yes
2015-2941656  ,HERE,2015-10-21  ,2015,10,21,DWI  ,PALMA VERDE DR at E BEN WHITE BLVD EB  ,78744,Yes
2015-2941681  ,HERE,2015-10-21  ,2015,10,21,DWI  ,4715 MEINARDUS DR  ,78744,Yes
2015-2941817  ,HERE,2015-10-21  ,2015,10,21,DWI  ,1101 I-35 N  ,78702,Yes
2015-2941817  ,HERE,2015-10-21  ,2015,10,21,DWI .15 BAC OR ABOVE  ,1101 I-35 N  ,78702,Yes
2015-2941887  ,HERE,2015-10-21  ,2015,10,21,DWI  ,3100 BLOCK N LAMAR BLVD  ,78705,Yes
2015-2941927  ,HERE,2015-10-21  ,2015,10,21,DWI  ,4600 BLOCK I-35 N  ,78723,Yes
2015-152951319  ,HERE,2015-10-22  ,2015,10,22,DWI 2ND  ,6900 MANCHACA RD  ,78745,Yes
2015-2950055  ,HERE,2015-10-22  ,2015,10,22,DWI  ,2500 BLOCK S IH 35 SVRD SB  ,78704,Yes
2015-2950057  ,HERE,2015-10-22  ,2015,10,22,DWI  ,1400 N MOPAC EXPY NB  ,78703,Yes
2015-2950068  ,HERE,2015-10-22  ,2015,10,22,DWI  ,2800 S IH 35 SB  ,78704,Yes
2015-2950077  ,HERE,2015-10-22  ,2015,10,22,DWI  ,1200 W 6TH ST  ,78703,Yes
2015-2950087  ,HERE,2015-10-22  ,2015,10,22,DWI  ,PARKER LN at WOODLAND AVE  ,78741,Yes
2015-2950132  ,HERE,2015-10-22  ,2015,10,22,DWI  ,1600 BLOCK W CESAR CHAVEZ ST  ,78703,Yes
2015-2950141  ,HERE,2015-10-22  ,2015,10,22,DWI .15 BAC OR ABOVE  ,S CONGRESS AVE at W RIVERSIDE DR  ,78704,Yes
2015-2950219  ,HERE,2015-10-22  ,2015,10,22,DWI  ,200 W SLAUGHTER LN  ,78748,Yes
2015-2950226  ,HERE,2015-10-22  ,2015,10,22,DWI  ,BRODIE LN at W WILLIAM CANNON DR  ,78749,Yes
2015-2950273  ,HERE,2015-10-22  ,2015,10,22,DWI  ,2500 BLOCK GLEN SPRINGS WAY  ,78741,Yes
2015-2951319  ,HERE,2015-10-22  ,2015,10,22,DWI 2ND  ,6900 MANCHACA RD  ,78745,Yes
2015-2951555  ,HERE,2015-10-22  ,2015,10,22,DWI  ,1800 BURTON DR  ,78741,Yes
2015-2951689  ,HERE,2015-10-22  ,2015,10,22,DWI  ,10505 S IH 35 SVRD NB  ,78747,Yes
2015-2951789  ,HERE,2015-10-22  ,2015,10,22,DWI  ,1500 E HWY 71 EB  ,N/A  ,Yes
2015-2951789  ,HERE,2015-10-22  ,2015,10,22,DWI 2ND  ,1500 E HWY 71 EB  ,N/A  ,Yes
2015-2951890  ,HERE,2015-10-22  ,2015,10,22,DWI  ,10900 BLOCK S I 35 SB  ,N/A  ,Yes
2015-2951918  ,HERE,2015-10-22  ,2015,10,22,DWI 2ND  ,1100 S PLEASANT VALLEY RD  ,78741,Yes
2015-2951964  ,HERE,2015-10-22  ,2015,10,22,DWI .15 BAC OR ABOVE  ,1600 E 7TH ST  ,78702,Yes
2015-2951964  ,HERE,2015-10-22  ,2015,10,22,DWI  ,1600 E 7TH ST  ,78702,Yes
2015-2951968  ,HERE,2015-10-22  ,2015,10,22,DWI  ,E CESAR CHAVEZ ST at I-35 N  ,N/A  ,Yes
2015-2952007  ,HERE,2015-10-22  ,2015,10,22,DWI  ,1500-5100 BLK I-35 N PROPER  ,N/A  ,Yes
2015-2950136  ,HERE,2015-10-22  ,2015,10,22,DWI  ,1600 FARO DR  ,78741,No
2015-2960050  ,HERE,2015-10-23  ,2015,10,23,DWI  ,S IH 35 SVRD NB AND WOODLAND AVE  ,N/A  ,Yes
2015-2960090  ,HERE,2015-10-23  ,2015,10,23,DWI .15 BAC OR ABOVE  ,307 E RUNDBERG LN  ,78753,Yes
2015-2960095  ,HERE,2015-10-23  ,2015,10,23,DWI  ,601 N LAMAR BLVD  ,N/A  ,Yes
2015-2960120  ,HERE,2015-10-23  ,2015,10,23,DWI - DRUG RECOGNITION EXPERT  ,1193 OAK GROVE AVE  ,78702,Yes
2015-2960120  ,HERE,2015-10-23  ,2015,10,23,DWI  ,1193 OAK GROVE AVE  ,78702,Yes
2015-2960135  ,HERE,2015-10-23  ,2015,10,23,DWI  ,4900 OLD MANOR RD  ,78723,Yes
2015-2960148  ,HERE,2015-10-23  ,2015,10,23,DWI  ,E 51ST ST at CAMERON RD  ,78723,Yes
2015-2960170  ,HERE,2015-10-23  ,2015,10,23,DWI  ,2700 E 7TH ST  ,78702,Yes
2015-2960204  ,HERE,2015-10-23  ,2015,10,23,DWI  ,8900 BLOCK S IH 35 SVRD NB  ,78744,Yes
2015-2960223  ,HERE,2015-10-23  ,2015,10,23,DWI .15 BAC OR ABOVE  ,JOHNNY MORRIS RD at LOYOLA LN  ,78724,Yes
2015-2960225  ,HERE,2015-10-23  ,2015,10,23,DWI .15 BAC OR ABOVE  ,14200 N FM 620 RD NB  ,78729,Yes
2015-2960231  ,HERE,2015-10-23  ,2015,10,23,DWI  ,1700 E RIVERSIDE DR  ,78741,Yes
2015-2961414  ,HERE,2015-10-23  ,2015,10,23,DWI  ,N FM 620 RD NB at W PARMER LN  ,78729,Yes
2015-2961570  ,HERE,2015-10-23  ,2015,10,23,DWI  ,4700 S IH 35 SB  ,78745,Yes
2015-2961893  ,HERE,2015-10-23  ,2015,10,23,DWI - DRUG RECOGNITION EXPERT  ,CAMERON RD at E US 290 HWY SVRD WB  ,78752,Yes
2015-2961893  ,HERE,2015-10-23  ,2015,10,23,DWI  ,CAMERON RD at E US 290 HWY SVRD WB  ,78752,Yes
2015-2961973  ,HERE,2015-10-23  ,2015,10,23,DWI  ,200 CHICON ST  ,78702,Yes
2015-2962015  ,HERE,2015-10-23  ,2015,10,23,DWI .15 BAC OR ABOVE  ,1105 CLAYTON LN  ,78723,Yes
2015-2962019  ,HERE,2015-10-23  ,2015,10,23,DWI  ,1500 W WILLIAM CANNON DR  ,78745,Yes
2015-2962041  ,HERE,2015-10-23  ,2015,10,23,DWI  ,ELMONT DR at S PLEASANT VALLEY RD  ,78741,Yes
2015-2962048  ,HERE,2015-10-23  ,2015,10,23,DWI .15 BAC OR ABOVE  ,9800 BLOCK E US 290 HWY SVRD WB  ,78754,Yes
2015-2962052  ,HERE,2015-10-23  ,2015,10,23,DWI  ,10000 BLOCK N LAMAR BLVD  ,78758,Yes
2015-2970063  ,HERE,2015-10-24  ,2015,10,24,DWI  ,10000 MANCHACA RD  ,78748,Yes
2015-2970086  ,HERE,2015-10-24  ,2015,10,24,DWI  ,1601 MONTOPOLIS DR  ,78741,Yes
2015-2970090  ,HERE,2015-10-24  ,2015,10,24,DWI 2ND  ,1901 ONION CREEK PKWY  ,78748,Yes
2015-2970130  ,HERE,2015-10-24  ,2015,10,24,DWI  ,3940 S LAMAR BLVD NB  ,78704,Yes
2015-2970154  ,HERE,2015-10-24  ,2015,10,24,DWI  ,8917 RESEARCH BLVD SVRD NB  ,78758,Yes
2015-2970171  ,HERE,2015-10-24  ,2015,10,24,DWI  ,4700 BLOCK E STASSNEY LN  ,78744,Yes
2015-2970199  ,HERE,2015-10-24  ,2015,10,24,DWI  ,2000 S IH 35 SVRD SB  ,78704,Yes
2015-2970220  ,HERE,2015-10-24  ,2015,10,24,DWI 2ND  ,2200 S MOPAC EXPY SB  ,78746,Yes
2015-2970221  ,HERE,2015-10-24  ,2015,10,24,DWI .15 BAC OR ABOVE  ,10205 N LAMAR BLVD  ,78753,Yes
2015-2970271  ,HERE,2015-10-24  ,2015,10,24,DWI  ,4501 S IH 35 SVRD NB  ,78744,Yes
2015-2970300  ,HERE,2015-10-24  ,2015,10,24,DWI  ,500 W 16TH ST  ,78701,Yes
2015-2970309  ,HERE,2015-10-24  ,2015,10,24,DWI  ,E 7TH ST at I-35 N  ,78702,Yes
2015-2970318  ,HERE,2015-10-24  ,2015,10,24,DWI  ,2200 S MOPAC EXPY SB  ,78746,Yes
2015-2970329  ,HERE,2015-10-24  ,2015,10,24,DWI  ,4800 S US 183 HWY NB  ,78719,Yes
2015-2970348  ,HERE,2015-10-24  ,2015,10,24,DWI  ,W 45TH ST at GUADALUPE ST  ,78751,Yes
2015-2970361  ,HERE,2015-10-24  ,2015,10,24,DWI  ,9000 S IH 35 SB  ,78745,Yes
2015-2970821  ,HERE,2015-10-24  ,2015,10,24,DWI .15 BAC OR ABOVE  ,832 FAIRFIELD DR  ,78758,Yes
2015-2971070  ,HERE,2015-10-24  ,2015,10,24,DWI  ,8805 I-35 N  ,78753,Yes
2015-2971070  ,HERE,2015-10-24  ,2015,10,24,DWI - DRUG RECOGNITION EXPERT  ,8805 I-35 N  ,78753,Yes
2015-2971111  ,HERE,2015-10-24  ,2015,10,24,DWI  ,1500 BASTROP HWY SB  ,78741,Yes
2015-2971237  ,HERE,2015-10-24  ,2015,10,24,DWI  ,8600 RESEARCH BLVD SVRD SB  ,78757,Yes
2015-2971602  ,HERE,2015-10-24  ,2015,10,24,DWI .15 BAC OR ABOVE  ,9600 BLOCK N LAMAR BLVD  ,78758,Yes
2015-2971696  ,HERE,2015-10-24  ,2015,10,24,DWI  ,9200 DESSAU RD  ,N/A  ,Yes
2015-2971701  ,HERE,2015-10-24  ,2015,10,24,DWI  ,1200 BLOCK W 6TH ST  ,78703,Yes
2015-5047461  ,HERE,2015-10-24  ,2015,10,24,DWI 2ND  ,1901 ONION CREEK PKWY  ,78748,Yes
2015-2980018  ,HERE,2015-10-25  ,2015,10,25,DWI  ,8200 E BEN WHITE BLVD EB  ,78744,Yes
2015-2980022  ,HERE,2015-10-25  ,2015,10,25,DWI .15 BAC OR ABOVE  ,6200 TRACOR LN  ,78721,Yes
2015-2980029  ,HERE,2015-10-25  ,2015,10,25,DWI  ,E. HIGHLAND MALL BLVD at AIRPORT BLVD  ,N/A  ,Yes
2015-2980111  ,HERE,2015-10-25  ,2015,10,25,DWI  ,8628 MANCHACA RD  ,78748,Yes
2015-2980140  ,HERE,2015-10-25  ,2015,10,25,DWI  ,5811 MESA DR  ,78731,Yes
2015-2980166  ,HERE,2015-10-25  ,2015,10,25,DWI 2ND  ,E BRAKER LN at I-35 N  ,N/A  ,Yes
2015-2980180  ,HERE,2015-10-25  ,2015,10,25,DWI .15 BAC OR ABOVE  ,E 6TH ST at CHICON ST  ,78702,Yes
2015-2980194  ,HERE,2015-10-25  ,2015,10,25,DWI  ,1200 BLOCK W 6TH ST  ,78703,Yes
2015-2980269  ,HERE,2015-10-25  ,2015,10,25,DWI  ,1610 CHELSEA LN  ,78704,Yes
2015-2980278  ,HERE,2015-10-25  ,2015,10,25,DWI  ,LYONS RD at TILLERY ST  ,78702,Yes
2015-2980283  ,HERE,2015-10-25  ,2015,10,25,DWI  ,404 S LAMAR BLVD SB  ,78704,Yes
2015-2980293  ,HERE,2015-10-25  ,2015,10,25,DWI 2ND  ,6000 S PLEASANT VALLEY RD  ,78744,Yes
2015-2980326  ,HERE,2015-10-25  ,2015,10,25,DWI  ,KRAMER LN at BURNET RD  ,78758,Yes
2015-2980424  ,HERE,2015-10-25  ,2015,10,25,DWI  ,3100 W PARMER LN  ,78727,Yes
2015-2981195  ,HERE,2015-10-25  ,2015,10,25,DWI .15 BAC OR ABOVE  ,9500 BROWN LN  ,78754,Yes
2015-2981203  ,HERE,2015-10-25  ,2015,10,25,DWI  ,1608 BARTON SPRINGS RD  ,78704,Yes
2015-2981301  ,HERE,2015-10-25  ,2015,10,25,DWI  ,100 BLOCK CONGRESS AVE  ,78701,Yes
2015-2981388  ,HERE,2015-10-25  ,2015,10,25,DWI  ,2712 WINDSOR RD  ,78703,Yes
2015-2981512  ,HERE,2015-10-25  ,2015,10,25,DWI - DRUG RECOGNITION EXPERT  ,4600 S IH 35 SB  ,78745,Yes
2015-2981512  ,HERE,2015-10-25  ,2015,10,25,DWI  ,4600 S IH 35 SB  ,78745,Yes
2015-2981556  ,HERE,2015-10-25  ,2015,10,25,DWI  ,E 6TH ST at ROBERT T MARTINEZ JR ST  ,78702,Yes
2015-2990009  ,HERE,2015-10-26  ,2015,10,26,DWI  ,600 BLOCK S CONGRESS AVE  ,78704,Yes
2015-2990152  ,HERE,2015-10-26  ,2015,10,26,DWI  ,RESEARCH TO N MOPAC SB RAMP at N MOPAC EXPY SB  ,78759,Yes
2015-2990194  ,HERE,2015-10-26  ,2015,10,26,DWI  ,E 6TH ST at BRAZOS ST  ,78701,Yes
2015-2990205  ,HERE,2015-10-26  ,2015,10,26,DWI  ,9900 S IH 35 SVRD NB  ,78747,Yes
2015-2991795  ,HERE,2015-10-26  ,2015,10,26,DWI  ,6900 BLOCK W US 290 HWY WB  ,78735,Yes
2015-2991847  ,HERE,2015-10-26  ,2015,10,26,DWI  ,WOODLAND AVE at S IH 35 SVRD NB  ,78741,Yes
2015-2991913  ,HERE,2015-10-26  ,2015,10,26,DWI 2ND  ,8800 BLOCK MANCHACA RD  ,78748,Yes
2015-2991922  ,HERE,2015-10-26  ,2015,10,26,DWI 2ND  ,800 W 6TH ST  ,78701,Yes
2015-2991963  ,HERE,2015-10-26  ,2015,10,26,DWI  ,3001 MONTOPOLIS DR  ,78741,Yes
2015-2991963  ,HERE,2015-10-26  ,2015,10,26,DWI 2ND  ,3001 MONTOPOLIS DR  ,78741,Yes
2015-2991972  ,HERE,2015-10-26  ,2015,10,26,DWI  ,WEBBERVILLE RD at THOMPSON ST  ,78702,Yes
2015-3000035  ,HERE,2015-10-27  ,2015,10,27,DWI  ,2300 HARTFORD RD  ,78703,Yes
2015-3000057  ,HERE,2015-10-27  ,2015,10,27,DWI  ,SUMMIT ST at E RIVERSIDE DR  ,78741,Yes
2015-3000127  ,HERE,2015-10-27  ,2015,10,27,DWI  ,W 6TH ST at GUADALUPE ST  ,78701,Yes
2015-3000160  ,HERE,2015-10-27  ,2015,10,27,DWI  ,9500 S IH 35 SVRD SB  ,78748,Yes
2015-3001344  ,HERE,2015-10-27  ,2015,10,27,DWI  ,4606 CONNELLY ST  ,78751,Yes
2015-3001444  ,HERE,2015-10-27  ,2015,10,27,DWI  ,9400 S IH 35 SVRD SB  ,78748,Yes
2015-3001444  ,HERE,2015-10-27  ,2015,10,27,DWI - DRUG RECOGNITION EXPERT  ,9400 S IH 35 SVRD SB  ,78748,Yes
2015-3001545  ,HERE,2015-10-27  ,2015,10,27,DWI  ,2000 MARCUS ABRAMS BLVD  ,78748,Yes
2015-3001689  ,HERE,2015-10-27  ,2015,10,27,DWI  ,2001 E SH 71 SVRD WB  ,78617,Yes
2015-3001709  ,HERE,2015-10-27  ,2015,10,27,DWI  ,100 W 5TH ST  ,78701,Yes
2015-3001732  ,HERE,2015-10-27  ,2015,10,27,DWI  ,6900 BLOCK I-35 N  ,78752,Yes
2015-3001898  ,HERE,2015-10-27  ,2015,10,27,DWI 2ND  ,5701 S MOPAC EXPY NB  ,78749,Yes
2015-3010097  ,HERE,2015-10-27  ,2015,10,27,DWI 2ND  ,2600 PARK BEND DR  ,78758,Yes
2015-3010036  ,HERE,2015-10-28  ,2015,10,28,DWI  ,1300 W 6TH ST  ,78703,Yes
2015-3010044  ,HERE,2015-10-28  ,2015,10,28,DWI 2ND  ,619 I-35 N  ,78702,Yes
2015-3010061  ,HERE,2015-10-28  ,2015,10,28,DWI  ,4200 S CONGRESS AVE  ,78745,Yes
2015-3010112  ,HERE,2015-10-28  ,2015,10,28,DWI  ,2100 BLOCK W BEN WHITE BLVD SVRD EB  ,78745,Yes
2015-3010115  ,HERE,2015-10-28  ,2015,10,28,DWI  ,800 W 2ND ST  ,78703,Yes
2015-3010132  ,HERE,2015-10-28  ,2015,10,28,DWI 2ND  ,W 6TH ST at N LAMAR BLVD  ,78703,Yes
2015-3010183  ,HERE,2015-10-28  ,2015,10,28,DWI 2ND  ,1700 S CONGRESS AVE  ,78704,Yes
2015-3010186  ,HERE,2015-10-28  ,2015,10,28,DWI  ,N LAMAR BLVD at W NORTH LOOP BLVD  ,78756,Yes
2015-3010188  ,HERE,2015-10-28  ,2015,10,28,DWI  ,AIRPORT BLVD at E KOENIG LN SVRD EB  ,78751,Yes
2015-3010195  ,HERE,2015-10-28  ,2015,10,28,DWI  ,200 W CESAR CHAVEZ ST  ,78701,Yes
2015-3010905  ,HERE,2015-10-28  ,2015,10,28,DWI .15 BAC OR ABOVE  ,2620 S LAMAR BLVD  ,78704,Yes
2015-3010905  ,HERE,2015-10-28  ,2015,10,28,DWI  ,2620 S LAMAR BLVD  ,78704,Yes
2015-3010950  ,HERE,2015-10-28  ,2015,10,28,DWI  ,8900 BLOCK N CAPITAL OF TEXAS HWY NB  ,78759,Yes
2015-3011648  ,HERE,2015-10-28  ,2015,10,28,DWI  ,13749 N US 183 HWY SVRD NB  ,78729,Yes
2015-3011725  ,HERE,2015-10-28  ,2015,10,28,DWI  ,1300 BLOCK WEATHERFORD DR  ,78753,Yes
2015-3011905  ,HERE,2015-10-28  ,2015,10,28,DWI 2ND  ,3100 ESPERANZA XING  ,78758,Yes
2015-3012024  ,HERE,2015-10-28  ,2015,10,28,DWI  ,400 E 5TH ST  ,78701,Yes
2015-3012068  ,HERE,2015-10-28  ,2015,10,28,DWI  ,800 BLOCK W 6TH ST  ,78701,Yes
2015-3012004  ,HERE,2015-10-29  ,2015,10,29,DWI  ,1100 CHICON ST  ,78702,Yes
2015-3020020  ,HERE,2015-10-29  ,2015,10,29,DWI  ,3324 NORTHLAND DR  ,78731,Yes
2015-3020080  ,HERE,2015-10-29  ,2015,10,29,DWI  ,W BEN WHITE BLVD SVRD WB at BANISTER LN  ,78704,Yes
2015-3020116  ,HERE,2015-10-29  ,2015,10,29,DWI .15 BAC OR ABOVE  ,600 BLOCK E 10TH ST  ,78701,Yes
2015-3020119  ,HERE,2015-10-29  ,2015,10,29,DWI  ,1300 S CONGRESS AVE  ,78704,Yes
2015-3020124  ,HERE,2015-10-29  ,2015,10,29,DWI .15 BAC OR ABOVE  ,4600 BLOCK W BRAKER LN  ,78759,Yes
2015-3020128  ,HERE,2015-10-29  ,2015,10,29,DWI  ,200 TURK LN  ,78748,Yes
2015-3020183  ,HERE,2015-10-29  ,2015,10,29,DWI  ,N US 183 HWY SVRD SB at SPICEWOOD SPRINGS RD  ,78750,Yes
2015-3021848  ,HERE,2015-10-29  ,2015,10,29,DWI  ,8801 I-35 N  ,78753,Yes
2015-3021872  ,HERE,2015-10-29  ,2015,10,29,DWI  ,9200 BURNET RD  ,78758,Yes
2015-3021882  ,HERE,2015-10-29  ,2015,10,29,DWI  ,1300 W 6TH ST  ,78703,Yes
2015-3021907  ,HERE,2015-10-29  ,2015,10,29,DWI  ,700 E 7TH ST  ,78701,Yes
2015-3021929  ,HERE,2015-10-29  ,2015,10,29,DWI - DRUG RECOGNITION EXPERT  ,BURTON DR at WOODLAND AVE  ,78741,Yes
2015-3021975  ,HERE,2015-10-30  ,2015,10,30,DWI  ,9100 RESEARCH BLVD SB  ,78757,Yes
2015-3030009  ,HERE,2015-10-30  ,2015,10,30,DWI  ,E 2ND ST at ROBERT T MARTINEZ JR ST  ,78702,Yes
2015-3030047  ,HERE,2015-10-30  ,2015,10,30,DWI  ,717 E 8TH ST  ,78702,Yes
2015-3030064  ,HERE,2015-10-30  ,2015,10,30,DWI  ,GRAND CANYON DR at RADCLIFF DR  ,78752,Yes
2015-3030123  ,HERE,2015-10-30  ,2015,10,30,DWI  ,200 BLOCK E 4TH ST  ,78701,Yes
2015-3030131  ,HERE,2015-10-30  ,2015,10,30,DWI  ,1200 W 6TH ST  ,78703,Yes
2015-3030164  ,HERE,2015-10-30  ,2015,10,30,DWI  ,1100 W 6TH ST  ,78703,Yes
2015-3030173  ,HERE,2015-10-30  ,2015,10,30,DWI  ,9500 E US 290 HWY EB  ,78724,Yes
2015-3030183  ,HERE,2015-10-30  ,2015,10,30,DWI  ,2800 S IH 35 SB  ,78704,Yes
2015-3030202  ,HERE,2015-10-30  ,2015,10,30,DWI  ,6100 BLOCK S IH 35 SB  ,78745,Yes
2015-3030235  ,HERE,2015-10-30  ,2015,10,30,DWI  ,600 BLOCK N PLEASANT VALLEY RD  ,78702,Yes
2015-3030252  ,HERE,2015-10-30  ,2015,10,30,DWI  ,400 BLOCK E ANDERSON LANE EB  ,N/A  ,Yes
2015-3030514  ,HERE,2015-10-30  ,2015,10,30,DWI 2ND  ,E 7TH ST at N PLEASANT VALLEY RD  ,78702,Yes
2015-3031786  ,HERE,2015-10-30  ,2015,10,30,DWI  ,6111 PALM CIR  ,78741,Yes
2015-3032092  ,HERE,2015-10-30  ,2015,10,30,DWI  ,DECKER LN at FM 969 RD  ,78724,Yes
2015-3032092  ,HERE,2015-10-30  ,2015,10,30,DWI 2ND  ,DECKER LN at FM 969 RD  ,78724,Yes
2015-3032331  ,HERE,2015-10-30  ,2015,10,30,DWI - DRUG RECOGNITION EXPERT  ,400 E 8TH ST  ,78701,Yes
2015-3032331  ,HERE,2015-10-30  ,2015,10,30,DWI  ,400 E 8TH ST  ,78701,Yes
2015-3032405  ,HERE,2015-10-30  ,2015,10,30,DWI 2ND  ,2400 CEDAR BEND DR  ,78758,Yes
2015-3032448  ,HERE,2015-10-30  ,2015,10,30,DWI  ,3208 CHERRYWOOD RD  ,78722,Yes
2015-3032477  ,HERE,2015-10-30  ,2015,10,30,DWI  ,W BRAKER LN at BURNET RD  ,78758,Yes
2015-3040015  ,HERE,2015-10-31  ,2015,10,31,DWI 2ND  ,5303 NUCKOLS CROSSING RD  ,78744,Yes
2015-3040015  ,HERE,2015-10-31  ,2015,10,31,DWI  ,5303 NUCKOLS CROSSING RD  ,78744,Yes
2015-3040041  ,HERE,2015-10-31  ,2015,10,31,DWI  ,200 BLOCK AIRPORT BLVD  ,78702,Yes
2015-3040103  ,HERE,2015-10-31  ,2015,10,31,DWI .15 BAC OR ABOVE  ,5700 BLOCK I-35 N  ,78751,Yes
2015-3040132  ,HERE,2015-10-31  ,2015,10,31,DWI  ,W SLAUGHTER LN at S 1ST ST  ,78748,Yes
2015-3040168  ,HERE,2015-10-31  ,2015,10,31,DWI  ,W 6TH TO MOPAC NB RAMP  ,N/A  ,Yes
